Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 11,Well 10567,MBH,9408.0,32.0,155,101,1,4030463.0,57270.0,7/9/2014,Sleeves,48.28361061,-103.6075069,,584.583105,53.95,189.7107166,178.9392943,162.2945431,146.2999489,129.1776244,-6150534.933541134,4184284.482706602
Operator 41,Well 10568,MBH,9415.0,31.0,154,101,7,5604960.0,200698.0,1/22/2015,P & P (cmt.),48.16981981,-103.7198132,SLICKWATER (HC),581.948785,80.71,319.1321499,263.1273285,,,,-6190489.064407709,4153963.9506458133
Operator 11,Well 10569,MBH,9475.0,32.0,155,102,7,3496270.0,44149.0,10/26/2013,Sleeves,48.25681174,-103.8496349,,544.306545,52.26,242.8336621,202.0271751,171.2250712,155.3035284,141.7625466,-6209912.330467714,4194788.130179879
Operator 22,Well 1057,MBH,10038.0,17.0,163,100,26,1935337.0,42396.0,10/28/2015,Sleeves,48.92271256,-103.6233792,SLICKWATER (HC),438.583145,42.18,,,,,,-6076113.335757629,4407648.789574908
Operator 24,Well 10570,TFH,9115.0,32.0,156,100,9,3550000.0,218746.0,7/22/2013,P & P,48.34328417,-103.5488299,SLICKWATER (HC),532.996075,92.42,396.1538462,339.4258163,293.0254219,267.9706334,246.3647819,-6129667.059575851,4200234.945302886
Operator 1,Well 10571,TFH,8605.0,29.0,153,101,6,3098438.0,53948.0,1/12/2014,P & P,48.10936065,-103.7274311,LINEAR GEL (HC),524.14225,36.55,171.3017751,143.721236,121.8496603,108.1707941,97.53725619,-6199661.120945536,4133614.4232909894
Operator 2,Well 10572,MBH,9530.0,30.0,157,96,27,2775493.0,61091.0,11/16/2012,OH,48.40089201,-103.0713908,,660.0,59.35,292.6692965,260.2235371,201.4738111,169.1759807,147.4797282,-6012101.883450848,4181811.504143091
Operator 41,Well 10573,TFH,9594.0,30.0,153,100,2,3609755.0,82947.0,10/18/2013,P & P,48.11001205,-103.5023171,LINEAR GEL (HC),644.876365,99.85,449.2439185,372.561911,318.5239974,282.0878077,253.4270217,-6147262.008231703,4115446.04256446
Operator 35,Well 10574,MBH,9733.0,30.0,157,101,30,2954749.0,38610.0,2/1/2013,Sleeves,48.40117354,-103.7895147,,660.0,49.65,268.277449,215.1325882,164.1244795,144.6307254,131.2513697,-6178262.6782581,4239947.008343843
Operator 35,Well 10575,MBH,9873.0,30.0,157,102,1,3012380.0,37045.0,12/26/2012,Sleeves,48.45912281,-103.8112675,,660.0,28.92,99.30966469,92.97611221,86.5877712,81.7517715,77.60245453,-6176168.088762451,4261837.476057807
Operator 1,Well 10576,MBH,9788.0,30.0,159,96,2,3031818.0,55562.0,3/27/2013,P & P,48.63240471,-103.0482827,,652.86181,64.66,376.7258383,315.3298269,244.9704142,197.4066769,168.7760245,-5978990.118027037,4260576.003344314
Operator 41,Well 10577,TFH,10760.0,35.0,155,100,1,4183875.0,154109.0,9/23/2014,P & P,48.28372366,-103.4760083,SLICKWATER (HC),571.113925,77.3,332.642998,288.7135656,217.4939733,,,-6120040.777091942,4173636.0837714593
Operator 35,Well 10578,MBH,9398.0,30.0,157,103,14,3916065.0,76063.0,4/5/2013,OH,48.43029063,-103.956961,,660.0,34.68,135.1413544,121.4770984,108.9962744,101.5523413,96.65516108,-6213350.928893216,4263774.15706028
Operator 2,Well 10579,MBH,9769.0,30.0,154,98,25,2748304.0,79523.0,3/27/2013,P & P,48.13914593,-103.2297338,,660.0,119.05,456.6074951,443.4911243,417.1049748,363.9674191,319.5759369,-6080336.916191659,4103479.392378524
Operator 22,Well 1058,TFH,9501.0,26.0,163,100,14,2589480.0,72163.0,5/31/2016,P & P (cmt.),48.95142782,-103.6371798,SLICKWATER (HC),638.062085,58.33,,,,,,-6075762.240041176,4418747.762304861
Operator 24,Well 10580,TF2,8998.0,27.0,154,98,27,3198496.0,83876.0,6/20/2013,P & P,48.13812803,-103.270855,CROSSLINKED (HC),437.459675,79.71,530.9993425,449.8575499,309.4455402,250.5807583,213.9655928,-6090025.969690479,4106444.2435188186
Operator 25,Well 10581,MBH,9447.0,70.0,158,100,8,3479855.0,83396.0,1/11/2015,P & P (cmt.),48.51847121,-103.6372242,SLICKWATER (HC),660.0,82.55,339.8750822,287.1356564,181.6677624,,,-6128723.234105652,4268265.077784482
Operator 19,Well 10582,TFH,9741.0,33.0,158,95,8,2981280.0,63890.0,7/21/2013,P & P,48.53103093,-102.9871282,LINEAR GEL (HC),462.74201,91.5,539.6449704,420.1183432,328.9666886,280.2834393,246.0908394,-5977001.387418014,4220408.139675115
Operator 1,Well 10583,TFH,10432.0,30.0,159,95,22,3040218.0,52653.0,8/8/2013,P & P,48.57625889,-102.9470822,,660.0,99.69,448.1591059,392.022792,333.9853167,297.6039156,267.2392067,-5962332.546127811,4232983.382389388
Operator 38,Well 10584,MBH,5680.0,28.0,154,99,13,6371090.0,78772.0,2/2/2015,P & P (cmt.),48.15549482,-103.3518982,LINEAR GEL (HC),660.0,75.36,512.1959237,365.768135,,,,-6106774.215360792,4119031.7324569738
Operator 11,Well 10585,TFH,9412.0,32.0,155,102,7,3576052.0,48008.0,10/28/2013,Sleeves,48.25681184,-103.8498404,,,46.71,282.6101249,188.4944116,160.3879027,145.200526,133.4182555,-6209959.914368419,4194805.042169485
Operator 18,Well 10586,MBH,9891.0,35.0,154,98,7,2321635.0,37266.0,10/16/2013,Sleeves,48.16965317,-103.3354029,,660.0,119.51,944.6416831,627.8654394,451.0848126,367.4738841,317.170721,-6101227.312836787,4122616.387244398
Operator 1,Well 10587,MBH,8801.0,29.0,153,101,6,3193955.0,48847.0,1/12/2014,P & P,48.1093604,-103.7276154,LINEAR GEL (HC),660.0,59.26,284.6482577,224.4685514,185.9357879,168.2920593,157.9909051,-6199703.966299637,4133629.451190627
Operator 27,Well 10588,MBH,9330.0,25.0,159,101,13,3111673.0,67616.0,8/18/2013,P & P (cmt.),48.6039072,-103.6807081,CROSSLINKED (HC),660.0,63.41,280.4076266,246.9647162,208.2018409,189.7691577,173.6385054,-6128298.628889405,4301474.891621638
Operator 41,Well 10589,MBH,9512.0,29.0,153,100,2,3757860.0,71249.0,10/17/2013,P & P,48.11001205,-103.5021942,LINEAR GEL (HC),604.495145,107.43,514.6942801,476.5943458,386.2809555,323.5882826,284.0209292,-6147233.431819963,4115436.0369847445
Operator 25,Well 1059,TFH,9628.0,35.0,164,100,33,2782821.0,55047.0,12/14/2015,P & P,48.99232711,-103.6826753,CROSSLINKED (HC),660.0,98.93,,,,,,-6081169.582260336,4436639.70278933
Operator 41,Well 10590,MBH,10109.0,33.0,154,103,26,4001441.0,76617.0,8/21/2013,P & P,48.13926403,-103.8914889,CROSSLINKED (HC),627.62203,66.13,346.6469428,296.4497041,240.6749945,214.610271,198.9371028,-6234079.387306533,4157470.940453233
Operator 1,Well 10591,MBH,8851.0,30.0,158,97,4,2618748.0,47680.0,2/9/2013,P & P,48.54583068,-103.2193741,,660.0,65.18,373.8330046,298.5316678,242.1323691,200.8948791,174.6520929,-6028915.314556057,4244085.533806092
Operator 1,Well 10592,MBH,10238.0,30.0,159,96,2,2999190.0,53083.0,4/8/2013,P & P,48.63240642,-103.047349,,657.416445,53.13,360.8152531,278.2051282,204.432391,171.0607057,143.4335963,-5978774.357884853,4260502.378812368
Operator 41,Well 10593,MBH,10087.0,32.0,155,100,1,4023576.0,146750.0,9/23/2014,P & P,48.28372429,-103.475885,,591.74943,92.26,486.5548981,409.5003287,302.7613412,,,-6120012.113026823,4173626.302794212
Operator 1,Well 10594,MBH,9619.0,30.0,155,97,5,3720600.0,78663.0,7/5/2013,P & P,48.28356188,-103.1763666,,660.0,78.76,590.105194,374.3151435,267.8665352,226.6637446,202.8270874,-6050545.915617585,4149397.21317814
Operator 11,Well 10595,MBH,9060.0,28.0,155,104,2,3274667.0,62435.0,5/30/2013,Sleeves,48.27088596,-104.0261434,,660.0,61.64,292.504931,238.8341004,196.6085908,178.3987143,166.231098,-6249038.3501466485,4214203.608880555
Operator 35,Well 10596,MBH,8787.0,30.0,158,102,14,3027114.0,52474.0,4/18/2013,OH,48.51701401,-103.8329322,CROSSLINKED (HC),660.0,37.99,189.809336,147.9070787,121.0387903,108.1854043,100.8218277,-6174048.801475312,4283701.388977591
Operator 1,Well 10597,TF3,9522.0,30.0,155,98,29,2838658.0,55432.0,5/27/2013,P & P,48.22568617,-103.3070676,,651.8061,58.29,387.4753452,279.5638834,207.4895902,174.7644094,153.544817,-6087871.0759602245,4139799.185687925
Operator 41,Well 10598,MBH,9554.0,30.0,154,102,29,5387804.0,365921.0,7/15/2014,P & P (cmt.),48.12662903,-103.8343323,,660.0,91.84,441.8803419,369.6362043,228.1339031,161.4654102,124.3726715,-6222368.029413979,4148384.183635759
Operator 24,Well 10599,MBH,8979.0,28.0,154,98,27,3961112.0,103852.0,7/19/2013,P & P,48.13889282,-103.2785844,CROSSLINKED (HC),370.16436,113.83,665.7790927,581.8759588,431.2952005,356.4869603,314.8065965,-6091731.658287456,4107334.3272459777
Operator 4,Well 106,TFH,10456.0,30.0,140,100,10,3257195.0,41359.0,7/27/2013,Sleeves,46.94942044,-103.2814379,LINEAR GEL (HC),660.0,42.73,267.8172255,203.8461538,158.9798378,130.5427716,111.8096647,-6235756.364326599,3694785.882358112
Operator 25,Well 1060,TFH,9561.0,35.0,164,100,33,2774743.0,35093.0,12/13/2015,P & P,48.99246415,-103.6826743,CROSSLINKED (HC),660.0,87.53,,,,,,-6081152.556598356,4436687.279685318
Operator 1,Well 10600,MBH,10171.0,30.0,159,95,22,3039356.0,52653.0,8/8/2013,P & P,48.57625872,-102.9472682,CROSSLINKED (HC),660.0,98.54,417.2583826,363.1602016,299.041201,256.2057126,224.7561911,-5962375.565115905,4232998.0732700275
Operator 38,Well 10601,MBH,5058.0,18.0,154,99,13,2528325.0,124569.0,9/18/2013,P & P,48.15541257,-103.3518941,LINEAR GEL (HC),660.0,99.15,355.5884287,336.9822485,304.6844181,268.5258237,235.0208196,-6106783.212948142,4119002.8235923043
Operator 38,Well 10602,MBH,8005.0,40.0,154,99,13,8463400.0,107382.0,3/11/2014,P & P (cmt.),48.15533033,-103.3518859,LINEAR GEL (HC),660.0,190.02,951.2820513,834.9441157,684.5222441,577.1312733,,-6106791.2561641345,4118973.5863099745
Operator 2,Well 10603,TFH,9386.0,30.0,154,97,2,2706848.0,79077.0,11/18/2013,OH,48.19656511,-103.1213728,CROSSLINKED (HC),343.64502,67.84,328.43524,249.5836073,211.1658996,182.3325298,159.6153846,-6048226.519841913,4114724.416955455
Operator 18,Well 10604,MBH,9859.0,35.0,154,98,7,2243575.0,36052.0,10/22/2013,Sleeves,48.16965131,-103.335608,,660.0,102.43,806.2130178,548.9261451,394.4006136,313.1200234,269.3841771,-6101275.210288481,4122632.330920018
Operator 1,Well 10605,TFH,9599.0,30.0,153,101,6,3483041.0,58554.0,12/28/2013,P & P,48.10936016,-103.7277997,,660.0,33.09,202.0381328,138.4724962,118.5897436,108.0283439,98.44400614,-6199746.810397728,4133644.482649252
Operator 12,Well 10606,MBH,9735.0,49.0,153,104,14,9669220.0,109753.0,11/29/2012,P & P,48.06825516,-104.0334752,,660.0,104.88,806.5088757,487.1356564,372.5071225,313.5510264,282.3745343,-6275797.398686585,4144597.289587129
Operator 2,Well 10607,TFH,9543.0,30.0,154,96,1,2625096.0,79429.0,1/1/2013,P & P,48.18391193,-102.9715984,,660.0,98.58,332.5772518,317.7186062,300.1040982,284.6044269,265.8448389,-6014901.686238957,4098326.7946420913
Operator 41,Well 10608,MBH,9522.0,32.0,154,103,26,3767764.0,66939.0,8/17/2013,P & P,48.13926391,-103.8916119,CROSSLINKED (HC),660.0,71.33,396.7455621,337.7054569,271.6359851,244.3823508,223.726167,-6234107.942720261,4157481.0345183704
Operator 1,Well 10609,MBH,4335.0,14.0,153,102,2,1210780.0,20050.0,5/14/2013,P & P,48.11052834,-103.768094,,660.0,43.56,295.8908613,187.4534298,148.816568,133.1616626,120.7675871,-6208963.571395692,4137356.389094595
Operator 22,Well 1061,TFH,9939.0,26.0,163,100,14,2592268.0,75456.0,5/31/2016,P & P (cmt.),48.95142615,-103.6369717,SLICKWATER (HC),653.849925,59.77,,,,,,-6075714.778023187,4418730.4094675435
Operator 1,Well 10610,TFH,10177.0,30.0,159,96,2,2938523.0,55858.0,5/26/2013,P & P,48.63240676,-103.0471628,,643.51275,60.66,376.3313609,308.1634889,234.3140478,191.0840821,162.6890204,-5978731.330668197,4260487.696409469
Operator 1,Well 10611,TFH,9741.0,30.0,155,97,5,3556160.0,82976.0,7/5/2013,P & P,48.28356298,-103.1765516,CROSSLINKED (HC),644.505645,55.51,332.642998,281.4486084,199.7096209,168.4600774,150.3670831,-6050588.727284504,4149412.4528586175
Operator 55,Well 10612,MBH,8833.0,,155,99,26,0.0,,3/30/2015,No Data,48.22627308,-103.3794875,,660.0,113.15,,,,,,-6104616.337557158,4145856.8544665175
Operator 11,Well 10613,MBH,9155.0,36.0,153,100,15,4160914.0,59335.0,1/8/2014,P & P,48.08198636,-103.5192726,,660.0,112.43,630.539119,517.5871137,396.6359851,334.5058076,298.1618453,-6154613.005858673,4107097.521568811
Operator 1,Well 10614,TF2,9251.0,30.0,155,104,24,2881139.0,59222.0,2/22/2013,P & P,48.23979614,-103.99615,,660.0,71.66,347.1071663,282.8621521,235.891957,210.5193951,189.384725,-6245939.373481882,4200951.449279108
Operator 1,Well 10615,TF2,9253.0,30.0,155,98,29,2863446.0,59935.0,8/26/2013,P & P,48.22568541,-103.3062465,LINEAR GEL (HC),651.8061,95.48,443.3267587,363.1382862,295.0361604,260.0920447,239.0285996,-6087680.475604907,4139732.6313103456
Operator 41,Well 10616,MBH,9666.0,31.0,154,102,29,5515346.0,375819.0,7/15/2014,P & P,48.12662439,-103.8332258,SLICKWATER (HC),660.0,101.31,414.9901381,325.5314486,239.4641683,185.4700855,144.4882753,-6222111.734416469,4148291.5446836087
Operator 1,Well 10617,TF3,10120.0,30.0,155,104,13,2878548.0,59007.0,3/18/2013,P & P,48.24224314,-104.0126758,,660.0,46.76,166.2393162,155.9390752,147.4687705,133.5597925,122.9399518,-6249463.138662613,4203163.948479912
Operator 24,Well 10618,TFH,9275.0,28.0,154,98,27,3234383.0,82519.0,7/29/2013,P & P,48.13889282,-103.2784615,SW-XL HYBRID,411.028805,105.54,777.9421433,486.8836292,387.0699101,319.7603916,275.9341442,-6091703.070494933,4107324.399576041
Operator 1,Well 10619,TFH,9908.0,30.0,159,95,22,3025520.0,47979.0,7/21/2013,P & P,48.57625795,-102.9480949,CROSSLINKED (HC),660.0,84.09,474.1288626,427.438089,336.6042078,293.8709913,260.0728687,-5962566.769674724,4233063.364789892
Operator 22,Well 1062,MBH,10039.0,30.0,163,100,14,2562159.0,77698.0,6/6/2016,P & P (cmt.),48.95142448,-103.6367635,SLICKWATER (HC),660.0,58.86,,,,,,-6075667.293057046,4418713.048682972
Operator 1,Well 10620,MBH,10106.0,30.0,159,100,33,2633153.0,49406.0,3/30/2013,P & P,48.54749972,-103.6095672,,660.0,74.27,353.8132807,306.2458909,255.4459785,220.1037329,197.9837826,-6118795.328577363,4276105.551968544
Operator 1,Well 10621,MBH,9575.0,30.0,159,95,27,4504748.0,61611.0,1/31/2014,P & P,48.57440793,-102.9331393,CROSSLINKED (HC),657.11961,74.13,272.1236029,260.5413105,234.6975674,211.5713346,194.3458251,-5959330.296277514,4231233.077450956
Operator 18,Well 10622,MBH,10055.0,30.0,154,98,7,2389781.0,37925.0,10/19/2013,Sleeves,48.1696522,-103.3358131,LINEAR GEL (HC),660.0,104.88,605.9500329,524.3041858,373.6028928,310.6691504,273.0824019,-6101322.775168179,4122649.230264896
Operator 1,Well 10623,MBH,10461.0,34.0,153,101,6,3970133.0,59949.0,12/28/2013,P & P,48.10935992,-103.727984,LINEAR GEL (HC),660.0,58.17,315.4832347,302.2024984,238.7902696,190.7845716,156.8293886,-6199789.654464366,4133659.5141980844
Operator 12,Well 10624,MBH,9513.0,47.0,153,102,8,9557450.0,110957.0,3/14/2013,P & P,48.09598189,-103.8378288,,660.0,94.32,465.4174885,392.0118343,319.8717949,275.1625393,247.433158,-6226946.037786419,4138045.726070182
Operator 41,Well 10625,MBH,9454.0,26.0,153,100,2,3803760.0,69127.0,7/5/2013,P & P,48.11001205,-103.5141412,,651.34188,129.29,741.913215,550.1534078,444.6855139,381.5764482,332.4895902,-6150011.253808288,4116408.8579953704
Operator 41,Well 10626,TFH,10046.0,33.0,154,103,26,4031073.0,81404.0,8/26/2013,P & P,48.1392638,-103.8917348,,627.62203,38.99,158.3168968,153.7365768,134.7413982,126.7952371,120.5210388,-6234136.473684968,4157491.1238499316
Operator 41,Well 10627,MBH,10111.0,34.0,154,103,13,4087340.0,76444.0,7/18/2013,P & P,48.16779493,-103.866592,SW-XL HYBRID,619.784255,79.89,403.7475345,314.4203375,248.4604427,216.2356637,198.8083498,-6224792.190991612,4165312.451675887
Operator 1,Well 10628,MBH,10306.0,30.0,159,96,2,3015750.0,54577.0,4/13/2013,P & P,48.6324071,-103.0469766,,646.096305,53.57,310.7495069,245.8799036,194.0828402,161.2718241,138.8861495,-5978688.303420585,4260473.014098116
Operator 41,Well 10629,MBH,9714.0,30.0,153,100,2,3865104.0,73879.0,10/18/2013,P & P,48.11001205,-103.5019484,LINEAR GEL (HC),589.124325,118.8,557.7580539,485.5467894,383.1306158,334.206297,301.550515,-6147176.2789543625,4115416.025945586
Operator 22,Well 1063,MBH,9397.0,30.0,163,100,14,2560836.0,75203.0,6/6/2016,P & P (cmt.),48.95142282,-103.6365553,SLICKWATER (HC),619.023985,41.99,,,,,,-6075619.806824548,4418695.691488655
Operator 11,Well 10630,MBH,10047.0,38.0,153,102,10,4470034.0,65299.0,2/12/2013,Sleeves,48.08493992,-103.7850159,,660.0,77.37,634.9769888,363.4122288,265.0010958,225.8382643,198.6275477,-6216033.033638132,4129872.6071839808
Operator 1,Well 10631,TFH,9317.0,30.0,155,104,24,2865392.0,56894.0,8/18/2013,P & P,48.23979427,-103.9959652,,660.0,62.18,212.5246548,201.5559939,188.9765505,181.2878954,171.2771203,-6245896.815669327,4200935.547941282
Operator 1,Well 10632,TFH,9607.0,30.0,155,97,21,2874000.0,62132.0,1/1/2013,No Data,48.22754358,-103.1691527,,647.52728,47.36,267.1597633,182.2156476,140.5873329,124.7571042,113.110892,-6055609.627444275,4129335.8337567127
Operator 1,Well 10633,TFH,10236.0,,155,104,13,0.0,0.0,1/1/2013,No Data,48.24217318,-104.0120638,,334.16934,20.82,98.68507561,83.5634451,73.17006355,67.08671196,62.72189349,-6249330.099342299,4203089.162641842
Operator 24,Well 10634,MBH,9107.0,28.0,154,98,27,3522918.0,83749.0,7/19/2013,P & P,48.13889282,-103.2783385,CROSSLINKED (HC),419.076565,109.2,678.6982249,521.8496603,394.647162,328.6105632,286.8973263,-6091674.4594274415,4107314.4638684113
Operator 1,Well 10635,MBH,9541.0,30.0,159,95,22,3016600.0,48331.0,7/21/2013,P & P,48.57625778,-102.9482809,CROSSLINKED (HC),660.0,105.17,600.4930966,505.1391628,387.776682,325.7834758,282.7470962,-5962609.78849367,4233078.056168107
Operator 1,Well 10636,MBH,9029.0,30.0,157,98,21,4463842.0,74922.0,9/17/2013,P & P,48.40361559,-103.3538436,,660.0,70.28,451.2820513,348.6960333,270.5785667,222.6313098,193.7541091,-6077196.900410557,4205423.2618456315
Operator 25,Well 10637,MBH,9614.0,35.0,158,100,13,2811220.0,35338.0,7/22/2012,OH,48.51719843,-103.5463115,CROSSLINKED (HC),660.0,79.22,407.199211,331.0431734,288.2369055,247.98013,217.3296077,-6107894.324192975,4260451.483698952
Operator 1,Well 10638,TFH,11720.0,38.0,153,101,6,3764730.0,72511.0,12/14/2013,P & P,48.10935835,-103.7291719,LINEAR GEL (HC),660.0,54.4,251.9723866,218.4089415,181.5088757,158.1634889,142.3104317,-6200065.806655127,4133756.3937412086
Operator 24,Well 10639,MBH,9475.0,35.0,155,100,30,4095479.0,245826.0,11/3/2012,P & P,48.22580398,-103.5905401,SLICKWATER (HC),660.0,196.29,971.6305062,800.1753233,656.9307473,578.7347505,522.2879684,-6153653.080818189,4162832.58617651
Operator 22,Well 1064,TFH,9212.0,28.0,161,98,28,2407701.0,58050.0,10/18/2015,P & P,48.7475497,-103.4141785,SLICKWATER (HC),660.0,37.47,,,,,,-6049421.522219348,4329890.531850266
Operator 41,Well 10640,TFH,9427.0,29.0,153,100,2,3388937.0,76015.0,6/18/2013,P & P,48.11008058,-103.5141412,CROSSLINKED (HC),651.34188,103.28,529.651545,413.258821,351.8792461,302.0308277,269.3239097,-6150002.919808814,4116432.649943746
Operator 18,Well 10641,MBH,8537.0,35.0,153,98,22,2451218.0,37688.0,12/27/2013,Sleeves,48.06725981,-103.278745,,432.81825,105.8,663.0506246,489.918913,363.9272409,306.1545767,271.0716634,-6100413.361921517,4082455.1792960092
Operator 41,Well 10642,MBH,9379.0,32.0,154,103,13,3767054.0,73304.0,6/26/2013,P & P,48.16779483,-103.866469,SW-XL HYBRID,590.719565,68.93,355.2925707,269.9211045,227.6901162,207.4731536,193.3075827,-6224763.673650586,4165302.2944171275
Operator 4,Well 10643,MBH,9095.0,30.0,156,97,13,2905640.0,35118.0,4/20/2013,Sleeves,48.34042606,-103.0931153,,660.0,48.6,242.3734385,204.2735043,167.1268902,143.856381,127.1394916,-6024393.746279739,4162505.731039257
Operator 41,Well 10644,TFH,9517.0,30.0,153,100,2,3855998.0,73776.0,10/19/2013,P & P,48.11001205,-103.5020713,,548.743105,80.52,464.3326759,300.6355468,236.0837169,211.2827818,195.9292132,-6147204.855394182,4115426.0314451186
Operator 41,Well 10645,MBH,9733.0,32.0,156,100,32,3737626.0,209859.0,8/13/2013,P & P,48.28570788,-103.5637073,SLICKWATER (HC),592.387535,201.27,811.2426036,758.4812623,678.7913653,602.1732778,542.041968,-6140128.709954467,4181447.849813565
Operator 1,Well 10646,MBH,9466.0,30.0,156,95,35,2995250.0,46837.0,7/3/2013,P & P,48.28487168,-102.8638726,,660.0,71.66,253.6817883,247.1400394,235.7769012,221.8642706,198.0550077,-5977806.11396624,4124886.856103373
Operator 1,Well 10647,MBH,9635.0,30.0,155,97,21,2646909.0,50246.0,8/12/2013,P & P,48.22754204,-103.1693375,,660.0,53.33,409.894806,256.2458909,186.6644751,157.359924,139.6340127,-6055652.752596322,4129350.1499383235
Operator 2,Well 10648,TFH,9728.0,30.0,154,95,18,2724821.0,80749.0,4/6/2013,P & P,48.16243292,-102.9557516,,660.0,149.23,703.287311,583.5853605,511.9603331,461.2426036,416.379027,-6013778.722975843,4089586.2574509443
Operator 24,Well 10649,TF2,9413.0,28.0,154,98,27,3187465.0,86179.0,7/19/2013,P & P,48.13889282,-103.2782156,,335.787445,59.48,438.7573964,283.640149,210.0372562,176.1487326,154.7227701,-6091645.871607046,4107304.5362787223
Operator 22,Well 1065,MBH,10023.0,30.0,161,98,28,2606039.0,61836.0,10/18/2015,P & P,48.74766761,-103.4142855,SLICKWATER (HC),660.0,49.31,,,,,,-6049431.8230821015,4329940.1443155855
Operator 11,Well 10650,MBH,9679.0,28.0,156,104,13,3304815.0,54830.0,6/28/2013,Sleeves,48.34211992,-103.9975542,,660.0,35.16,123.8330046,108.8866973,101.7203594,96.62137483,92.55698006,-6233619.096197197,4236538.903818322
Operator 41,Well 10651,MBH,10745.0,36.0,152,104,11,4269534.0,90469.0,6/27/2013,P & P,47.99346401,-103.9622253,SLICKWATER (HC),499.91144,118.84,600.887574,532.4019286,420.6169187,357.005625,319.7512601,-6268478.147738053,4112785.1936540143
Operator 24,Well 10652,MBH,8552.0,24.0,154,98,26,3749400.0,84713.0,12/27/2013,P & P (cmt.),48.13747937,-103.2566447,CROSSLINKED (HC),389.596225,117.27,632.0841552,470.1073855,376.7313171,329.4433487,291.9953978,-6086798.49977828,4105071.454466636
Operator 1,Well 10653,MBH,9782.0,30.0,155,98,12,2630936.0,48670.0,2/4/2013,P & P,48.2560534,-103.2337235,,660.0,71.33,473.8001315,377.3942582,277.8270874,232.4384542,206.5417488,-6067174.758757521,4144442.972135089
Operator 1,Well 10654,MBH,12279.0,40.0,153,101,6,4810703.0,62806.0,12/13/2013,P & P,48.10935811,-103.7293562,,660.0,66.58,359.8619329,301.7751479,243.1295201,203.7731025,181.7526846,-6200108.6504876185,4133771.425961639
Operator 25,Well 10655,MBH,9368.0,50.0,158,101,12,2178297.0,68439.0,1/7/2013,OH,48.5185186,-103.6800584,CROSSLINKED (HC),660.0,48.97,212.0973044,171.3894368,155.5719921,142.5012784,129.709073,-6138601.558310099,4271762.128910701
Operator 18,Well 10656,TFH,8931.0,35.0,153,98,22,3117697.0,45417.0,12/30/2013,Sleeves,48.06712259,-103.2787258,,492.50575,89.11,639.809336,435.0646504,310.0482139,260.3696399,227.5969757,-6100425.447930788,4082405.947477858
Operator 41,Well 10657,TFH,9991.0,31.0,154,103,13,4058017.0,86645.0,6/27/2013,P & P,48.16779473,-103.866346,,619.784255,44.47,197.6660092,186.8836292,163.625904,151.3806706,141.4420337,-6224735.1562952455,4165292.1371983956
Operator 4,Well 10658,MBH,10583.0,30.0,156,97,13,2981140.0,36128.0,4/18/2013,Sleeves,48.34054941,-103.0931153,,633.848,48.74,281.8869165,216.8091168,176.884725,150.3981299,130.5555556,-6024378.942805232,4162548.6521708067
Operator 1,Well 10659,MBH,9904.0,30.0,157,98,19,2634806.0,47481.0,7/10/2013,P & P,48.40237462,-103.3882814,LINEAR GEL (HC),660.0,68.13,359.8619329,329.4981372,245.2114837,207.1590328,180.2460004,-6085318.783364372,4207769.574971242
Operator 2,Well 1066,MBH,3472.0,3.0,148,96,22,108000.0,22469.0,1/1/2008,No Data,47.61965205,-102.8927178,,660.0,41.73,285.8974359,189.4148586,156.5143546,139.2066623,127.881876,-6063736.489161389,3895754.2341924263
Operator 41,Well 10660,MBH,10847.0,32.0,156,100,32,3754800.0,211477.0,8/16/2013,P & P,48.28570662,-103.5634607,,586.918595,134.99,667.3898751,603.4845496,508.8099934,435.7476806,381.1445321,-6140071.710453365,4181427.3560940875
Operator 4,Well 10661,MBH,10914.0,29.0,156,96,18,1433122.0,42688.0,2/1/2013,Sleeves,48.34089845,-103.0710329,,660.0,61.2,438.2314267,296.4058733,228.5776901,189.2285777,165.305172,-6019214.19073093,4160903.954808217
Operator 1,Well 10662,TFH,10134.0,30.0,155,97,21,3525754.0,198206.0,8/17/2013,P & P,48.22753521,-103.1701587,,646.9906,81.09,300.6245891,273.6467236,254.8597414,223.6905545,201.2053474,-6055844.386868516,4129413.772824917
Operator 35,Well 10663,MBH,9894.0,31.0,158,102,10,4022185.0,192326.0,9/24/2013,P & P,48.51851933,-103.8491356,,660.0,63.74,240.4010519,211.8343195,191.4858646,180.1373365,171.1620644,-6177599.873327856,4285548.309527957
